area,bbox,category_id,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,img_regist_ts,form_code_name,change_date
30996,"[185, 254, 164, 189]",1899,4799,1257,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,20070910,나정,20160825
30178,"[167, 244, 158, 191]",1899,4798,1255,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,75,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,20070910,나정,20160825
113703,"[621, 731, 251, 453]",31704,4792,1257,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,K-031705,정상알약,연회색 배경,앞면,주백색,90,0,200,K-031705,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,http://connectdi.com/design/img/drug/154597931877100021.jpg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,"정제, 저작정",한미약품(주),Hanmi Pharm,,,201308928,20130821,[01140]해열.진통.소염제,전문의약품,643506630,미황색 장방형의 필름코팅정제,타원형,5.95,18.25,9.66,마크,Naxozol500/20,노랑,,20150826,필름코팅정,20200901
115164,"[598, 693, 252, 457]",31704,4793,1255,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,K-031705,정상알약,연회색 배경,앞면,주백색,75,0,200,K-031705,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,http://connectdi.com/design/img/drug/154597931877100021.jpg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,"정제, 저작정",한미약품(주),Hanmi Pharm,,,201308928,20130821,[01140]해열.진통.소염제,전문의약품,643506630,미황색 장방형의 필름코팅정제,타원형,5.95,18.25,9.66,마크,Naxozol500/20,노랑,,20150826,필름코팅정,20200901
24174,"[175, 895, 158, 153]",19606,4790,1257,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,K-019607,정상알약,연회색 배경,앞면,주백색,90,0,200,K-019607,스토가정 10mg,Stogar Tab. 10mg,http://connectdi.com/design/img/drug/1MrFeLzYHjR.jpg,라푸티딘,Lafutidine,"정제, 저작정",보령제약(주),Boryung,,,200607849,20060929,[02320]소화성궤양용제,전문의약품,"641902670,A09305931",흰색의 원형 필름코팅정제,원형,2.7,6.1,6.1,FZ12,,하양,,20070213,필름코팅정,20131013
25599,"[142, 862, 161, 159]",19606,4788,1255,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,K-019607,정상알약,연회색 배경,앞면,주백색,75,0,200,K-019607,스토가정 10mg,Stogar Tab. 10mg,http://connectdi.com/design/img/drug/1MrFeLzYHjR.jpg,라푸티딘,Lafutidine,"정제, 저작정",보령제약(주),Boryung,,,200607849,20060929,[02320]소화성궤양용제,전문의약품,"641902670,A09305931",흰색의 원형 필름코팅정제,원형,2.7,6.1,6.1,FZ12,,하양,,20070213,필름코팅정,20131013
142846,"[598, 104, 302, 473]",16550,4795,1257,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_90_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,20070412,필름코팅정,20190124
135952,"[568, 90, 293, 464]",16550,4794,1255,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-019607-031705_0_2_0_2_75_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,20070412,필름코팅정,20190124
36864,"[375, 888, 192, 192]",3350,169,43,K-003351-013900-029667_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_70_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
33306,"[414, 213, 182, 183]",3350,171,45,K-003351-013900-029667_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_90_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
44275,"[190, 297, 175, 253]",13899,166,43,K-003351-013900-029667_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_70_000_200.png,K-013900,정상알약,연회색 배경,앞면,주백색,70,0,200,K-013900,에빅사정(메만틴염산염)(비매품),Ebixa Tab.,http://connectdi.com/design/img/drug/150825481273500012.jpg,메만틴염산염,Memantine Hydrochloride,"정제, 저작정",한국룬드벡(주),Lundbeck Korea,,,200308324,20030918,[01190]기타의 중추신경용약,전문의약품,"668000040,E25650021",연한 노랑에서 노란색의 타원형 필름코팅정,타원형,3.5,11.2,5.2,M분할선,1분할선0,노랑,,20120619,필름코팅정,20201207
45843,"[620, 764, 177, 259]",13899,168,45,K-003351-013900-029667_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_90_000_200.png,K-013900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-013900,에빅사정(메만틴염산염)(비매품),Ebixa Tab.,http://connectdi.com/design/img/drug/150825481273500012.jpg,메만틴염산염,Memantine Hydrochloride,"정제, 저작정",한국룬드벡(주),Lundbeck Korea,,,200308324,20030918,[01190]기타의 중추신경용약,전문의약품,"668000040,E25650021",연한 노랑에서 노란색의 타원형 필름코팅정,타원형,3.5,11.2,5.2,M분할선,1분할선0,노랑,,20120619,필름코팅정,20201207
50850,"[606, 280, 226, 225]",29666,163,43,K-003351-013900-029667_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_70_000_200.png,K-029667,정상알약,연회색 배경,앞면,주백색,70,0,200,K-029667,리바로정 4mg,Livalo Tab. 4mg,http://connectdi.com/design/img/drug/147426609286000173.jpg,피타바스타틴칼슘,Pitavastatin Calcium,"정제, 저작정",제이더블유중외제약(주),Jw Pharmaceutical,,,201205253,20120531,[02180]동맥경화용제,전문의약품,644913470,중앙에 선이 있는  담황색의 원형필름코팅정,원형,3.9,8.7,8.7,마크203,분할선,노랑,,20120711,필름코팅정,20210415
50398,"[137, 812, 226, 223]",29666,165,45,K-003351-013900-029667_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-029667_0_2_0_2_90_000_200.png,K-029667,정상알약,연회색 배경,앞면,주백색,90,0,200,K-029667,리바로정 4mg,Livalo Tab. 4mg,http://connectdi.com/design/img/drug/147426609286000173.jpg,피타바스타틴칼슘,Pitavastatin Calcium,"정제, 저작정",제이더블유중외제약(주),Jw Pharmaceutical,,,201205253,20120531,[02180]동맥경화용제,전문의약품,644913470,중앙에 선이 있는  담황색의 원형필름코팅정,원형,3.9,8.7,8.7,마크203,분할선,노랑,,20120711,필름코팅정,20210415
18492,"[209, 314, 134, 138]",23202,700,184,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,976,1280,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,K-023203,정상알약,연회색 배경,앞면,주백색,70,0,200,K-023203,쿠에타핀정 25mg,Quetapin Tab. 25mg,http://connectdi.com/design/img/drug/148662249018600171.jpg,쿠에티아핀푸마르산염,Quetiapine Fumarate,"정제, 저작정",환인제약(주),Whan In Pharm,,,200802023,20080220,[01170]정신신경용제,전문의약품,"657201180,A09704201",주황색의 원형 필름코팅정제,원형,2.7,5.0,5.0,Q25,,분홍,,20080620,필름코팅정,20201210
44944,"[629, 886, 212, 212]",3543,703,184,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,976,1280,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,K-003544,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003544,무코스타정(레바미피드)(비매품),Mucosta Tab.,http://connectdi.com/design/img/drug/1N1ddmFmE2M.jpg,레바미피드,Rebamipide,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,199102825,19910731,[02320]소화성궤양용제,전문의약품,"649900060,A42700141",백색의 원형필름코팅정,원형,3.4,8.1,8.1,OG33,,하양,,20041222,필름코팅정,20130904
43890,"[149, 915, 209, 210]",4542,699,184,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,976,1280,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,K-004543,정상알약,연회색 배경,앞면,주백색,70,0,200,K-004543,에어탈정(아세클로페낙),Airtal Tab.,http://connectdi.com/design/img/drug/1NOwp2F68fQ.jpg,아세클로페낙,Aceclofenac,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,199400486,19941008,[01140]해열.진통.소염제,전문의약품,"641601920,A04300451",코팅된 흰색의 정제,원형,3.8,8.0,8.0,Airtal,,하양,,20041222,필름코팅정,20150823
51060,"[594, 292, 230, 222]",16547,694,184,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,976,1280,K-003544-004543-016548-023203_0_2_0_2_70_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
77837,"[135, 829, 277, 281]",5093,5314,1397,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,K-005094,정상알약,연회색 배경,앞면,주백색,90,0,200,K-005094,삼남건조수산화알루미늄겔정,Dried Aluminium Hydroxide Gel Tab. Samnam,http://connectdi.com/design/img/drug/147427668455400014.jpg,건조수산화알루미늄 겔,Dried Aluminum Hydroxide Gel,"정제, 저작정",삼남제약(주),Samnam,,,199501099,19950424,[02340]제산제,일반의약품,"653700380,A11850101",백색의 원형 정제,원형,5.5,10.5,10.5,AHG,,하양,,20060602,나정,20091001
81795,"[135, 844, 285, 287]",5093,5315,1398,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,K-005094,정상알약,연회색 배경,앞면,주백색,75,0,200,K-005094,삼남건조수산화알루미늄겔정,Dried Aluminium Hydroxide Gel Tab. Samnam,http://connectdi.com/design/img/drug/147427668455400014.jpg,건조수산화알루미늄 겔,Dried Aluminum Hydroxide Gel,"정제, 저작정",삼남제약(주),Samnam,,,199501099,19950424,[02340]제산제,일반의약품,"653700380,A11850101",백색의 원형 정제,원형,5.5,10.5,10.5,AHG,,하양,,20060602,나정,20091001
107256,"[638, 62, 218, 492]",2482,5323,1397,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,K-002483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-002483,뮤테란캡슐 100mg,Muteran Cap. 100mg,http://connectdi.com/design/img/drug/1M_4NHfUrnp.jpg,아세틸시스테인,Acetylcysteine,경질캡슐제,한화제약(주),Hanwha Pharma,,,198801531,19880629,[02220]진해거담제,일반의약품,"651600290,A15301201",흰색의 분말이 충진된 상하 녹색의 경질캡슐제,장방형,6.8,19.0,6.4,Hanwha MUC100,,초록,초록,20191226,"경질캡슐제, 산제",20190627
105750,"[626, 101, 225, 470]",2482,5322,1398,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,K-002483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-002483,뮤테란캡슐 100mg,Muteran Cap. 100mg,http://connectdi.com/design/img/drug/1M_4NHfUrnp.jpg,아세틸시스테인,Acetylcysteine,경질캡슐제,한화제약(주),Hanwha Pharma,,,198801531,19880629,[02220]진해거담제,일반의약품,"651600290,A15301201",흰색의 분말이 충진된 상하 녹색의 경질캡슐제,장방형,6.8,19.0,6.4,Hanwha MUC100,,초록,초록,20191226,"경질캡슐제, 산제",20190627
159249,"[105, 124, 327, 487]",19551,5321,1397,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,K-019552,정상알약,연회색 배경,앞면,주백색,90,0,200,K-019552,트루비타정 60mg/병,Truvita Tab.,http://connectdi.com/design/img/drug/147427795990100174.jpg,,Zinc Sulfate Monohydrate| Ascorbic Acid Gr. 97%| Biotin 1%| Calcium Pantothenate| Cupric Oxide| Cyanocobalamin 1%| Dibasic Calcium Phosphate| Ergocalciferol Gr.| Ferrous Fumarate| Folic Acid| Magnesium Oxide| Manganese Sulfate| Molybden in Dried Yeast| Nicotinamide| Potassium Chloride| Pyridoxine Hydrochloride 97% Gr.| Retinol Acetate Gr.| Riboflavin| Selenium in Dried Yeast| Thiamine Nitrate(3倍散)| Tocopherol Acetate 50%,"정제, 저작정",(주)유한양행,Yuhan,,,200607734,20060711,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,642102470,적갈색의 타원형 필름코팅정,타원형,6.16,18.9,9.85,YH,TV,갈색,,20120817,필름코팅정,20190826
159239,"[110, 150, 323, 493]",19551,5319,1398,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,K-019552,정상알약,연회색 배경,앞면,주백색,75,0,200,K-019552,트루비타정 60mg/병,Truvita Tab.,http://connectdi.com/design/img/drug/147427795990100174.jpg,,Zinc Sulfate Monohydrate| Ascorbic Acid Gr. 97%| Biotin 1%| Calcium Pantothenate| Cupric Oxide| Cyanocobalamin 1%| Dibasic Calcium Phosphate| Ergocalciferol Gr.| Ferrous Fumarate| Folic Acid| Magnesium Oxide| Manganese Sulfate| Molybden in Dried Yeast| Nicotinamide| Potassium Chloride| Pyridoxine Hydrochloride 97% Gr.| Retinol Acetate Gr.| Riboflavin| Selenium in Dried Yeast| Thiamine Nitrate(3倍散)| Tocopherol Acetate 50%,"정제, 저작정",(주)유한양행,Yuhan,,,200607734,20060711,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,642102470,적갈색의 타원형 필름코팅정,타원형,6.16,18.9,9.85,YH,TV,갈색,,20120817,필름코팅정,20190826
115038,"[633, 676, 231, 498]",13394,5318,1397,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_90_000_200.png,K-013395,정상알약,연회색 배경,앞면,주백색,90,0,200,K-013395,써스펜8시간이알서방정 650mg,Suspen 8 hours ER Tab.,http://connectdi.com/design/img/drug/153374287079500077.jpg,아세트아미노펜,Acetaminophen Encapsulated,서방형정제,한미약품(주),Hanmi Pharm,코오롱제약(주),Kolon Pharm,200301818,20030725,[01140]해열.진통.소염제,일반의약품,"643501510,A21452301",이 약은 백색의 장방형 필름코팅정제이다.,장방형,6.05,19.23,7.7,SUSPEN  ER,,하양,,20041222,서방성필름코팅정,20190910
126936,"[640, 675, 246, 516]",13394,5317,1398,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,976,1280,K-002483-005094-013395-019552_0_2_0_2_75_000_200.png,K-013395,정상알약,연회색 배경,앞면,주백색,75,0,200,K-013395,써스펜8시간이알서방정 650mg,Suspen 8 hours ER Tab.,http://connectdi.com/design/img/drug/153374287079500077.jpg,아세트아미노펜,Acetaminophen Encapsulated,서방형정제,한미약품(주),Hanmi Pharm,코오롱제약(주),Kolon Pharm,200301818,20030725,[01140]해열.진통.소염제,일반의약품,"643501510,A21452301",이 약은 백색의 장방형 필름코팅정제이다.,장방형,6.05,19.23,7.7,SUSPEN  ER,,하양,,20041222,서방성필름코팅정,20190910
32028,"[613, 861, 204, 157]",1899,1870,495,K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,20070910,나정,20160825
32037,"[125, 865, 181, 177]",21025,1875,495,K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,K-021026,정상알약,연회색 배경,앞면,주백색,90,0,200,K-021026,펠루비정(펠루비프로펜),Pelubi Tab.,http://connectdi.com/design/img/drug/147427824984200145.jpg,펠루비프로펜,Pelubiprofen,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,200704590,20070420,[01140]해열.진통.소염제,전문의약품,"671803380,A12804731",담황색 원형정제,원형,2.2,7.0,7.0,마크,PE,노랑,,20081002,나정,20200130
